"('Concepts in film theory', 0.681)","('Memory processes', 0.681)","('Narrative techniques', 0.58)","('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)"
"('Drainage', 1.448)","('AAAAA-rated tourist attractions', 0.904)","('Canyons and gorges of China', 0.904)","('Landforms of Chongqing', 0.904)","('Landforms of Hubei', 0.904)","('Tourist attractions in Chongqing', 0.904)","('Tourist attractions in Hubei', 0.904)","('Yangtze River', 0.904)","('Bells (instrument)', 0.904)","('European percussion instruments', 0.904)"
"('Drainage', 1.448)","('AAAAA-rated tourist attractions', 0.904)","('Canyons and gorges of China', 0.904)","('Landforms of Chongqing', 0.904)","('Landforms of Hubei', 0.904)","('Tourist attractions in Chongqing', 0.904)","('Tourist attractions in Hubei', 0.904)","('Yangtze River', 0.904)","('Bells (instrument)', 0.904)","('European percussion instruments', 0.904)"
"('Newspaper content', 0.922)","('Periodical articles', 0.922)","('1993 establishments in Maharashtra', 0.817)","('2014 mergers and acquisitions', 0.817)","('Indian companies established in 1993', 0.817)","('Mass media companies established in 1993', 0.817)","('Television channels and stations established in 1993', 0.817)","('Television stations in Delhi', 0.817)","('Television stations in Mumbai', 0.817)","('Mass media companies based in Mumbai', 0.801)"
"('United Breweries Group', 1.448)","('Bankruptcy', 0.96)","('2003 establishments in Karnataka', 0.941)","('Airlines disestablished in 2013', 0.941)","('Airlines established in 2003', 0.941)","('Companies formerly listed on the Bombay Stock Exchange', 0.941)","('Indian companies disestablished in 2013', 0.941)","('Indian companies established in 2003', 0.941)","('Defunct airlines of India', 0.904)","('Companies based in Bangalore', 0.801)"
"('Concepts in film theory', 0.681)","('Memory processes', 0.681)","('Narrative techniques', 0.58)","('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)"
"('Combat occupations', 1.572)","('Infantry', 1.256)","('18th- and 19th-century warrior types', 0.941)","('Grenadiers', 0.941)","('Military ranks of Germany', 0.941)","('Delhi politicians', 0.941)","('People from Narsinghpur district', 0.941)","('Awards established in 1960', 0.941)","('Military awards and decorations of India', 0.941)","('Sena Medal', 0.941)"
"('Autumn', 0.817)","('Hindu calendar', 0.695)","('Hinduism stubs', 0.022)","('Strategy', 0.006)","('Climate of Asia', 0.006)","('Tropical meteorology', 0.006)","('Winds', 0.006)","('Climate patterns', 0.002)","('Flood', 0.002)","('Wind', 0.002)"
"('1826 establishments in India', 1.0)","('Government agencies established in 1826', 1.0)","('Government of Assam', 1.0)","('Chief Ministers of Mizoram', 0.96)","('Leaders of the Opposition in Mizoram', 0.96)","('Mizo National Front politicians', 0.96)","('Mizo people', 0.96)","('Mizoram MLAs 1993–1998', 0.96)","('Mizoram MLAs 1998–2003', 0.96)","('Mizoram MLAs 2003–2008', 0.96)"
"('Silchar', 0.98)","('People from Silchar', 0.98)","('Cities and towns in Cachar district', 0.96)","('Assam Bharatiya Janata Party politician stubs', 0.886)","('Bihari-language surnames', 0.851)","('Problem behavior', 0.851)","('Norman-language surnames', 0.724)","('Surnames of Norman origin', 0.724)","('French-language surnames', 0.695)","('Symptoms and signs of mental and behavioural disorders', 0.668)"
"('Bihari-language surnames', 0.851)","('Mizoram', 0.616)","('Assamese-language surnames', 0.078)","('States and territories established in 1987', 0.018)","('Assam', 0.014)","('Borders', 0.01)","('Indian Vaishnavites', 0.003)","('Politicians from Ahmedabad', 0.003)","('Tourism in Northeast India', 0.002)","('Social conflict', 0.002)"
"('Combat occupations', 1.572)","('Infantry', 1.256)","('18th- and 19th-century warrior types', 0.941)","('Grenadiers', 0.941)","('Military ranks of Germany', 0.941)","('Delhi politicians', 0.941)","('People from Narsinghpur district', 0.941)","('Awards established in 1960', 0.941)","('Military awards and decorations of India', 0.941)","('Sena Medal', 0.941)"
"('Kargil War', 1.668)","('Combat occupations', 1.572)","('Explosive weapons', 1.39)","('Cities and towns in Kargil district', 1.362)","('Infantry', 1.256)","('Ladakh stubs', 1.0)","('Indo-Pakistani War of 1947–1948', 1.0)","('Infantry regiments of the Indian Army from 1947', 1.0)","('Military units and formations established in 1963', 1.0)","('Snow', 0.98)"
"('1999 in India', 1.702)","('1999 in Pakistan', 1.702)","('1999 in international relations', 1.702)","('Nawaz Sharif administration', 1.702)","('Vajpayee administration', 1.702)","('Geography of Ladakh', 1.048)","('Indian military personnel killed in action', 1.0)","('Military personnel from Himachal Pradesh', 1.0)","('People from Kangra district', 1.0)","('People of the Kargil War', 1.0)"
"('Combat occupations', 1.572)","('Infantry', 1.256)","('18th- and 19th-century warrior types', 0.941)","('Grenadiers', 0.941)","('Military ranks of Germany', 0.941)","('Delhi politicians', 0.941)","('People from Narsinghpur district', 0.941)","('Awards established in 1960', 0.941)","('Military awards and decorations of India', 0.941)","('Sena Medal', 0.941)"
"('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Petroleum and Natural Gas Ministers of India', 0.446)","('Experimental physics', 0.395)"
"('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Petroleum and Natural Gas Ministers of India', 0.446)","('Experimental physics', 0.395)"
"('Columbia College Chicago alumni', 0.98)","('Male actors from Hyderabad, India', 0.886)","('Telugu male actors', 0.801)","('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)"
"('Epic poems in Sanskrit', 1.96)","('Hindu poetry', 1.96)","('Telugu film producers', 1.92)","('Film producers from Hyderabad, India', 1.882)","('Hindu texts', 1.602)","('Bengali film producers', 1.0)","('Kurukshetra', 1.0)","('Literary series', 1.0)","('Literary trilogies', 1.0)","('Narrative forms', 1.0)"
"('Autumn', 0.817)","('Hindu calendar', 0.695)","('Hinduism stubs', 0.022)","('Strategy', 0.006)","('Climate of Asia', 0.006)","('Tropical meteorology', 0.006)","('Winds', 0.006)","('Climate patterns', 0.002)","('Flood', 0.002)","('Wind', 0.002)"
"('Autumn', 0.817)","('Women in West Bengal politics', 0.801)","('Hindu calendar', 0.695)","('1963 births', 0.264)","('West Bengal politician stubs', 0.176)","('Hinduism stubs', 0.022)","('Climate of Asia', 0.006)","('Tropical meteorology', 0.006)","('Winds', 0.006)","('Climate patterns', 0.002)"
"('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Petroleum and Natural Gas Ministers of India', 0.446)","('Experimental physics', 0.395)"
"('Autumn', 0.817)","('Hindu calendar', 0.695)","('Biju Janata Dal politicians', 0.403)","('Odisha politicians', 0.071)","('Rajya Sabha members from Odisha', 0.048)","('Hinduism stubs', 0.022)","('Climate of Asia', 0.006)","('Tropical meteorology', 0.006)","('Winds', 0.006)","('1967 births', 0.005)"
"('Achaemenid Empire', 0.98)","('Iranian inventions', 0.98)","('Satraps', 0.98)","('Positions of subnational authority', 0.709)","('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)"
"('Municipal Commissioners of India', 0.868)","('Women in Odisha politics', 0.868)","('People from Bhagalpur', 0.851)","('People from Muzaffarpur', 0.851)","('Autumn', 0.817)","('Hindu calendar', 0.695)","('Bowed instruments', 0.591)","('Chordophones', 0.591)","('Drumhead lutes', 0.591)","('Nepalese musical instruments', 0.591)"
"('Autumn', 0.817)","('Hindu calendar', 0.695)","('Hinduism stubs', 0.022)","('Climate of Asia', 0.006)","('Tropical meteorology', 0.006)","('Winds', 0.006)","('Climate patterns', 0.002)","('Flood', 0.002)","('Wind', 0.002)","('Westminster system', 0.001)"
"('Concepts in film theory', 0.681)","('Memory processes', 0.681)","('Narrative techniques', 0.58)","('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)"
"('Concepts in film theory', 0.681)","('Memory processes', 0.681)","('Narrative techniques', 0.58)","('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)","('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)"
"('People from Udupi', 1.0)","('Indian Army officers', 0.922)","('Concepts in film theory', 0.681)","('Memory processes', 0.681)","('Narrative techniques', 0.58)","('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)","('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)"
"('Indian newspaper journalists', 1.0)","('Stunt doubles', 0.98)","('Indian women journalists', 0.904)","('Tamil comedians', 0.851)","('Indian stunt performers', 0.817)","('Concepts in film theory', 0.681)","('Memory processes', 0.681)","('Narrative techniques', 0.58)","('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)"
"('Concepts in film theory', 0.681)","('Memory processes', 0.681)","('Narrative techniques', 0.58)","('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)"
"('Hindi-language television stations', 0.628)","('Appellate review', 0.437)","('Judiciaries', 0.372)","('Lawsuits', 0.104)","('Children of Poseidon', 0.045)","('Medusa', 0.045)","('Pegasus', 0.045)","('Television station stubs', 0.012)","('Hindi-language television channels in India', 0.011)","('24-hour television news channels in India', 0.006)"
"('Tamil masculine given names', 0.591)","('1983 establishments in Tamil Nadu', 0.545)","('Apollo Hospitals', 0.545)","('Hospitals established in 1983', 0.545)","('Hospitals in Chennai', 0.535)","('Indian companies established in 1983', 0.535)","('Companies based in Chennai', 0.483)","('Health care companies of India', 0.387)","('Hospital networks in India', 0.372)","('Companies listed on the National Stock Exchange of India', 0.106)"
"('Port Qasim Authority cricketers', 1.0)","('Quetta Gladiators cricketers', 1.0)","('Cricketers from Karachi', 0.98)","('Pakistani cricket biography, 1990s birth stubs', 0.941)","('Pakistani cricketers', 0.851)","('Hindi-language television stations', 0.628)","('330s BC establishments', 0.428)","('Kandahar', 0.428)","('Populated places established in the 4th century BC', 0.428)","('Cities in Central Asia', 0.379)"
"('Exonumia', 0.904)","('Medallists', 0.904)","('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)","('People from Srikakulam district', 0.724)","('People from Uttarandhra', 0.724)"
"('Populated places in Kandahar Province', 0.758)","('Hindi-language television stations', 0.628)","('330s BC establishments', 0.428)","('Kandahar', 0.428)","('Populated places established in the 4th century BC', 0.428)","('Diplomats', 0.387)","('Cities in Central Asia', 0.379)","('Cities founded by Alexander the Great', 0.343)","('Cities in Afghanistan', 0.28)","('Provincial capitals in Afghanistan', 0.28)"
"('Populated places in Kandahar Province', 0.758)","('Hindi-language television stations', 0.628)","('330s BC establishments', 0.428)","('Kandahar', 0.428)","('Populated places established in the 4th century BC', 0.428)","('Cities in Central Asia', 0.379)","('Cities founded by Alexander the Great', 0.343)","('Cities in Afghanistan', 0.28)","('Provincial capitals in Afghanistan', 0.28)","('1994 establishments in Afghanistan', 0.203)"
"('Bihari-language surnames', 0.851)","('Hindi-language television stations', 0.628)","('Mizoram', 0.616)","('Hebrew-language given names', 0.464)","('Assamese-language surnames', 0.078)","('States and territories established in 1987', 0.018)","('Assam', 0.014)","('Television station stubs', 0.012)","('Hindi-language television channels in India', 0.011)","('Borders', 0.01)"
"('Barrages (dam)', 0.641)","('Dams', 0.641)","('Hydraulic structures', 0.641)","('Road safety', 0.455)","('Road traffic management', 0.455)","('Traffic law', 0.455)","('Road transport', 0.343)","('Trains', 0.233)","('1971 establishments in India', 0.233)","('Himachal Pradesh', 0.162)"
"('Concepts in film theory', 0.681)","('Memory processes', 0.681)","('Narrative techniques', 0.58)","('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)","('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)"
"('Communes of Orne', 0.904)","('Orne geography stubs', 0.904)","('Exonumia', 0.904)","('Medallists', 0.904)","('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)"
"('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)","('People from Srikakulam district', 0.724)","('People from Uttarandhra', 0.724)","('Sportspeople from Andhra Pradesh', 0.724)","('Sportswomen from Andhra Pradesh', 0.724)"
"('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)","('People from Srikakulam district', 0.724)","('People from Uttarandhra', 0.724)","('Sportspeople from Andhra Pradesh', 0.724)","('Sportswomen from Andhra Pradesh', 0.724)"
"('Mergers and acquisitions', 0.922)","('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)","('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)"
"('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)","('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)"
"('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)","('People from Angul district', 0.483)","('People from Debagarh district', 0.483)","('People from Odisha', 0.483)","('Steel Ministers of India', 0.474)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)"
"('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)"
"('Villages in Mirzapur district', 1.0)","('Mirzapur division geography stubs', 0.96)","('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)"
"('COVID19 vaccine stubs', 0.98)","('Protein subunit vaccines', 0.98)","('Science and technology in India', 0.98)","('Vaccine stubs', 0.98)","('Trials', 0.04)","('Sputnik', 0.001)","('18th-century inventions', 0.0)","('Preventive medicine', 0.0)","('Vaccination', 0.0)","('Vaccines', 0.0)"
"('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)"
"('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)"
"('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)"
"('Adages', 0.98)","('Paremiology', 0.98)","('Vehicles introduced in 1901', 0.785)","('Engineering vehicles', 0.769)","('Heavy equipment', 0.769)","('Aerospace', 0.724)","('Hill stations in Ladakh', 0.695)","('Kargil', 0.695)","('Tractors', 0.681)","('Cities and towns in Kargil district', 0.681)"
"('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)"
"('Villages in Graubünden', 0.58)","('Former municipalities of Graubünden', 0.535)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)"
"('Vehicles introduced in 1901', 0.785)","('Engineering vehicles', 0.769)","('Heavy equipment', 0.769)","('Tractors', 0.681)","('Altruism', 0.654)","('Community building', 0.654)","('Agricultural occupations', 0.18)","('Farmers', 0.18)","('Farms', 0.04)","('Rural culture', 0.04)"
"('Appellate review', 0.437)","('Judiciaries', 0.372)","('Scandals', 0.176)","('Lawsuits', 0.104)","('Children of Poseidon', 0.045)","('Medusa', 0.045)","('Pegasus', 0.045)","('10th Lok Sabha members', 0.0)","('11th Lok Sabha members', 0.0)","('12th Lok Sabha members', 0.0)"
"('Vehicles introduced in 1901', 0.785)","('Engineering vehicles', 0.769)","('Heavy equipment', 0.769)","('Tractors', 0.681)","('Agricultural occupations', 0.18)","('Farmers', 0.18)","('Farms', 0.04)","('Rural culture', 0.04)","('Activism by type', 0.03)","('Land management', 0.023)"
"('People from Chikkaballapur district', 0.96)","('Recipients of the Moortidevi Award', 0.96)","('Recipients of the Saraswati Samman Award', 0.96)","('University Law College, Bangalore University alumni', 0.96)","('Mysore MLAs 1972–1977', 0.654)","('Indian National Congress politicians from Karnataka', 0.591)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)"
"('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)","('1537 establishments in India', 0.329)","('Bangalore', 0.329)"
"('Australian rules football tactics', 0.941)","('Deaf sports', 0.941)","('Sports terminology', 0.535)","('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Australian rules football terminology', 0.437)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)"
"('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)","('1537 establishments in India', 0.329)","('Bangalore', 0.329)"
"('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)","('1537 establishments in India', 0.329)","('Bangalore', 0.329)"
"('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Honor', 0.446)","('Warrior code', 0.446)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)"
"('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)","('1537 establishments in India', 0.329)","('Bangalore', 0.329)"
"('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)","('1537 establishments in India', 0.329)","('Bangalore', 0.329)"
"('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)","('1537 establishments in India', 0.329)","('Bangalore', 0.329)"
"('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)","('1537 establishments in India', 0.329)","('Bangalore', 0.329)"
"('1985 debut albums', 0.455)","('Albums produced by DJ Yella', 0.455)","('Albums produced by Dr. Dre', 0.455)","(""World Class Wreckin' Cru albums"", 0.455)","('Experimental physics', 0.395)","('Probability interpretations', 0.395)","('Prospect theory', 0.395)","('Probability', 0.364)","('1537 establishments in India', 0.329)","('Bangalore', 0.329)"
"('Dilemmas', 0.654)","('Altruism', 0.654)","('Community building', 0.654)","('Rhetoric', 0.387)","('Arguments', 0.323)","('Deputy Chief Ministers of Karnataka', 0.269)","('Janata Dal (Secular) politicians', 0.264)","('Karnataka MLAs 2013–2018', 0.264)","('Karnataka MLAs 2018–2023', 0.248)","('Politicians from Mysore', 0.248)"
"('Military ranks of Australia', 1.048)","('Former military ranks of Canada', 0.941)","('Military ranks of France', 0.941)","('Military ranks of the Commonwealth', 0.941)","('One-star officers', 0.941)","('Free system software', 0.941)","('Inferno (operating system)', 0.941)","('Plan 9 from Bell Labs', 0.941)","('Procedural programming languages', 0.941)","('Programming languages created in 1989', 0.941)"
