"('Bharatiya Lok Dal politicians', 0.904)","('Deputy Chief Ministers of Karnataka', 0.904)","('Politicians from Mysore', 0.904)","('Chief Ministers of Karnataka', 0.886)","('Janata Dal (Secular) politicians', 0.886)","('Karnataka MLAs 2013–2018', 0.886)","('Karnataka MLAs 2018–2023', 0.886)","('Indian socialists', 0.817)","('1944 births', 0.785)","('Karnataka MLAs 2004–2007', 0.785)"
"('1994 establishments in Afghanistan', 0.616)","('Anti-Christian sentiment in Asia', 0.616)","('Anti-Hindu sentiment', 0.616)","(""Anti-Shi'ism"", 0.616)","('Anti-monarchists', 0.616)","('Antisemitism in Asia', 0.616)","('Deobandis', 0.616)","('Far-right politics in Afghanistan', 0.616)","('Government of Afghanistan', 0.616)","('Jihadist groups in Afghanistan', 0.616)"
"('Cities and towns in Kulgam district', 0.904)","('Demonyms', 0.535)","('Nautical terminology', 0.258)","('Armies', 0.098)","('Types of military forces', 0.092)"
"('1972 compilation albums', 0.941)","('Albums produced by Eddie Kramer', 0.941)","('Albums recorded at Electric Lady Studios', 0.941)","('Compilation albums published posthumously', 0.941)","('Jimi Hendrix albums', 0.941)","('Monuments and memorials', 0.868)","('1999 in India', 0.801)","('1999 in Pakistan', 0.801)","('1999 in international relations', 0.801)","('Conflicts in 1999', 0.801)"
"('Female models from Hyderabad, India', 0.98)","('Indian beauty pageant winners', 0.98)","('Actresses from Hyderabad, India', 0.96)","('Bigg Boss (Hindi TV series) contestants', 0.941)","('Actresses in Hindi cinema', 0.874)","('Pornography', 0.817)","('Sexuality', 0.817)","('21st-century Indian actresses', 0.806)","('1984 births', 0.769)","('Indian film actresses', 0.758)"
"('Greater Tripura Region', 0.904)","('Tripura', 0.904)","('Hospitality management', 0.785)","('Hospitality occupations', 0.785)","('Hotels', 0.785)","('Buildings and structures by type', 0.769)","('2014 Indian general election', 0.769)","('Campaign managers', 0.769)","('UNICEF people', 0.769)","('Tourist accommodations', 0.754)"
"('Haryana MLAs 1996–2000', 0.941)","('Haryana MLAs 2000–2005', 0.941)","('People from Kaithal district', 0.941)","('Dayanand Anglo-Vedic Schools System alumni', 0.904)","('Tractors', 0.904)","('Vehicles introduced in 1901', 0.904)","('Engineering vehicles', 0.886)","('Heavy equipment', 0.886)","('Haryana MLAs 2014–2019', 0.834)","('Members of the Haryana Legislative Assembly', 0.817)"
"('Autological words', 0.96)","('Lexical units', 0.96)","('Units of linguistic morphology', 0.96)","('Words', 0.96)","('Semantic units', 0.941)","('Haryana MLAs 1996–2000', 0.941)","('Haryana MLAs 2000–2005', 0.941)","('People from Kaithal district', 0.941)","('Pragmatics', 0.904)","('Dayanand Anglo-Vedic Schools System alumni', 0.904)"
"('Chief Ministers of Mizoram', 0.98)","('Leaders of the Opposition in Mizoram', 0.98)","('Mizo National Front politicians', 0.98)","('Mizo people', 0.98)","('Mizoram MLAs 1993–1998', 0.98)","('Mizoram MLAs 1998–2003', 0.98)","('Mizoram MLAs 2003–2008', 0.98)","('Mizoram MLAs 2018–2023', 0.98)","('People from Champhai', 0.98)","('People from Champhai district', 0.98)"
"('Tractors', 0.904)","('Vehicles introduced in 1901', 0.904)","('Engineering vehicles', 0.886)","('Heavy equipment', 0.886)","(""Farmers' rights activists"", 0.868)","('Indian farmers', 0.868)","('Indian politicians', 0.868)","('People from Muzaffarnagar district', 0.851)","('1160 establishments in Europe', 0.769)","('12th-century establishments in Portugal', 0.769)"
"('People from Angul district', 0.851)","('People from Debagarh district', 0.851)","('People from Odisha', 0.851)","('Petroleum and Natural Gas Ministers of India', 0.851)","('Steel Ministers of India', 0.851)","('Rajya Sabha members from Bihar', 0.817)","('Lok Sabha members from Odisha', 0.785)","('Termination of employment', 0.695)","('Age of Enlightenment', 0.591)","('Problem solving skills', 0.591)"
"('Social conflict', 0.122)","('Human behavior', 0.089)","('Bullying', 0.031)","('Dispute resolution', 0.025)","('Crime', 0.016)","('Violence', 0.008)","('Ethics', 0.002)","('Humans', 0.0)","('People', 0.0)","('1892 in Australia', 0.0)"
"('1911 establishments in British India', 0.603)","('1911 establishments in India', 0.603)","('Cities and towns in New Delhi district', 0.603)","('New Delhi district', 0.603)","('Populated places established in 1911', 0.603)","('Planned capitals', 0.513)","('Neighbourhoods in Delhi', 0.446)","('July', 0.072)","('Anti-communism in India', 0.044)","('Coal Ministers of India', 0.044)"
"('2004 establishments in Orissa', 1.0)","('Newspapers published in Bhubaneswar', 1.0)","('Weekly newspapers published in India', 1.0)","('Newspapers published in India stubs', 0.98)","('Publications established in 2004', 0.98)","('English-language newspapers published in India', 0.96)","('Medals', 0.922)"

"('Committees', 0.292)","('Subsidiary motions', 0.292)","('Motions that bring a question again before the assembly', 0.274)","('Political communication', 0.224)","('Motivational theories', 0.215)","('Psychological theories', 0.215)","('Consumer', 0.191)","('Human communication', 0.122)","('Courts', 0.024)","('Parliamentary procedure', 0.018)"
"('Streets in Thailand', 0.98)","('Thai words and phrases', 0.98)","('1999 in India', 0.801)","('1999 in Pakistan', 0.801)","('1999 in international relations', 0.801)","('Conflicts in 1999', 0.801)","('History of mass media in Pakistan', 0.801)","('Indo-Pakistani wars', 0.801)","('July 1999 events in Asia', 0.801)","('June 1999 events in Asia', 0.801)"
"('Indian male screenwriters', 0.886)","('Hindi-language film directors', 0.681)","('Cities and towns in Kargil district', 0.483)","('Hill stations in Ladakh', 0.483)","('Kargil', 0.483)","('Cities and towns in Ladakh', 0.437)","('Geography of Ladakh', 0.428)","('Ladakh', 0.243)","('Captains', 0.147)","('Military command staff occupations', 0.147)"
"('Landforms', 0.886)","('Oronyms', 0.681)","('Cities and towns in Kargil district', 0.483)","('Hill stations in Ladakh', 0.483)","('Kargil', 0.483)","('Cities and towns in Ladakh', 0.437)","('Geography of Ladakh', 0.428)","('Ladakh', 0.243)","('Indian masculine given names', 0.006)","('Indian union territory capitals', 0.0)"
"('African-American musical groups', 0.96)","('Hip hop groups from New York City', 0.96)","('Musical groups from Queens, New York', 0.96)","('Nas', 0.96)","('1999 in India', 0.801)","('1999 in Pakistan', 0.801)","('1999 in international relations', 0.801)","('Conflicts in 1999', 0.801)","('History of mass media in Pakistan', 0.801)","('Indo-Pakistani wars', 0.801)"
"('3rd-century BC Indian monarchs', 0.941)","('3rd-century BC deaths', 0.941)","('3rd-century Buddhism', 0.941)","('Ancient history of Afghanistan', 0.941)","('Ancient history of Pakistan', 0.941)","('Ashoka', 0.941)","('Buddhist pacifists', 0.941)","('Indian Buddhist monarchs', 0.941)","('Indian pacifists', 0.941)","('People from Patna', 0.941)"
"('2004 British television series debuts', 1.0)","('2004 British television series endings', 1.0)","('BBC television docudramas', 1.0)","('Documentary stubs', 1.0)","('BBC Television show stubs', 0.98)","('Government of the Parthian Empire', 0.754)","('Government of the Sasanian Empire', 0.754)","('Titles in Azerbaijan', 0.724)","('Ottoman titles', 0.709)","('Titles in Iran', 0.709)"
"('Potentials', 0.904)","('Termination of employment', 0.695)","('Evening', 0.603)","('Standards and measurement stubs', 0.603)","('Parts of a day', 0.125)"
"('Termination of employment', 0.695)","('Evening', 0.603)","('Standards and measurement stubs', 0.603)","('Parts of a day', 0.125)"
"('Termination of employment', 0.695)","('Evening', 0.603)","('Standards and measurement stubs', 0.603)","('Parts of a day', 0.125)"
"('Communes of Orne', 0.941)","('Orne geography stubs', 0.941)","('People from Nellore', 0.817)","('Vice presidents of India', 0.817)","('Rajya Sabha members from Rajasthan', 0.739)","('Telugu people', 0.709)","('Bharatiya Janata Party politicians from Andhra Pradesh', 0.681)","('1949 births', 0.641)","('Ministers for Information and Broadcasting of India', 0.628)","('Rajya Sabha', 0.58)"

"('Termination of employment', 0.695)","('Evening', 0.603)","('Standards and measurement stubs', 0.603)","('Parts of a day', 0.125)"
"('Epic poetry', 0.922)","('Fantasy tropes', 0.922)","('Heroes', 0.922)","('Literary archetypes', 0.922)","('Mythological characters', 0.922)","('Protagonists by role', 0.922)","('Good and evil', 0.904)","('Mythological archetypes', 0.834)","('1999 in India', 0.801)","('1999 in Pakistan', 0.801)"
"('Termination of employment', 0.695)","('Evening', 0.603)","('Standards and measurement stubs', 0.603)","('Parts of a day', 0.125)"
"('Indiana University alumni', 1.0)","('Football', 1.0)","('International Indian Film Academy Awards winners', 0.98)","('Screen Awards winners', 0.98)","('Sindhi people', 0.98)","('Ball games', 0.98)","('1985 births', 0.96)","('Indian male dancers', 0.96)","('Indian A cricketers', 0.922)","('Mumbai cricketers', 0.922)"
"('Tractors', 0.904)","('Vehicles introduced in 1901', 0.904)","('Engineering vehicles', 0.886)","('Heavy equipment', 0.886)","('Watches', 0.695)","('Indian National Congress (Organisation) politicians', 0.411)","('Indian National Congress politicians from Uttar Pradesh', 0.411)","('Kashmiri Brahmins', 0.411)","(""National Students' Union of India"", 0.411)","('Rahul Gandhi', 0.411)"
"('Archaeological sites in Telangana', 1.0)","('Hindu temples in Hanamkonda district', 1.0)","('Hindu temples in Telangana', 1.0)","('Mulugu district', 1.0)","('Shiva temples in Telangana', 1.0)","('Tourist attractions in Warangal', 1.0)","('World Heritage Sites in India', 0.681)","('States and territories established in 2014', 0.343)","('2014 establishments in India', 0.336)","('Telangana', 0.336)"
"('African-American musical groups', 0.96)","('Hip hop groups from New York City', 0.96)","('Musical groups from Queens, New York', 0.96)","('Nas', 0.96)","('1999 in India', 0.801)","('1999 in Pakistan', 0.801)","('1999 in international relations', 0.801)","('Conflicts in 1999', 0.801)","('History of mass media in Pakistan', 0.801)","('Indo-Pakistani wars', 0.801)"
"('1999 in India', 0.801)","('1999 in Pakistan', 0.801)","('1999 in international relations', 0.801)","('Conflicts in 1999', 0.801)","('History of mass media in Pakistan', 0.801)","('Indo-Pakistani wars', 0.801)","('July 1999 events in Asia', 0.801)","('June 1999 events in Asia', 0.801)","('Kashmir conflict', 0.801)","('May 1999 events in Asia', 0.801)"
"('Economy of Maharashtra', 0.904)","('Raigad district', 0.904)","('Cities and towns in Raigad district', 0.886)","('Natural disasters', 0.856)","('Hydrology', 0.754)","('Landslides', 0.754)","('Environmental soil science', 0.739)","('2000s action film stubs', 0.535)","('Hood films', 0.535)","('2008 films', 0.524)"
"('Pashtun people', 1.206)","('Government ministers of Afghanistan', 0.96)","('Governors of Ghazni Province', 0.96)","('Governors of Kandahar Province', 0.96)","('Islamic Dawah Organisation of Afghanistan politicians', 0.96)","('Kabul University alumni', 0.96)","('Politicians of Ghazni Province', 0.96)","('2000s in Afghanistan', 0.96)","('2010s in Afghanistan', 0.96)","('20th-century Afghan politicians', 0.96)"
"('Himachal Pradesh', 0.838)","('Landslides', 0.754)","('Environmental soil science', 0.739)","('1849 establishments in British India', 0.695)","('Cities and towns in Kangra district', 0.695)","('Dharamshala', 0.695)","('Populated places established in 1849', 0.695)","('Hill stations in Himachal Pradesh', 0.681)","('Clouds', 0.681)","('Tibetan diaspora in India', 0.668)"
"('Anniversaries', 0.668)","('Cities and towns in Kargil district', 0.483)","('Hill stations in Ladakh', 0.483)","('Kargil', 0.483)","('Cities and towns in Ladakh', 0.437)","('Geography of Ladakh', 0.428)","('Ladakh', 0.243)","('Indian union territory capitals', 0.0)","('1892 in Australia', 0.0)","('1893 in Australia', 0.0)"
"('Villages in Graubünden', 0.446)","('Former municipalities of Graubünden', 0.387)","('Karnataka', 0.08)","('1956 establishments in India', 0.011)","('States and territories established in 1956', 0.001)","('South India', 0.0)","('States and union territories of India', 0.0)"
"('Cricket laws and regulations', 0.922)","('Cricket terminology', 0.922)","('Assam', 0.141)","('Indian Vaishnavites', 0.141)","('Politicians from Ahmedabad', 0.141)","('Indian prisoners and detainees', 0.096)","('Rajya Sabha members from Gujarat', 0.096)","('Ministers of Internal Affairs of India', 0.08)","('Tourism in Northeast India', 0.065)","('Presidents of Bharatiya Janata Party', 0.065)"
"('Assam', 0.141)","('Indian Vaishnavites', 0.141)","('Politicians from Ahmedabad', 0.141)","('Indian prisoners and detainees', 0.096)","('Rajya Sabha members from Gujarat', 0.096)","('Ministers of Internal Affairs of India', 0.08)","('Tourism in Northeast India', 0.065)","('Presidents of Bharatiya Janata Party', 0.065)","('Northeast India', 0.053)","('1964 births', 0.045)"
"('Landslides', 0.754)","('Environmental soil science', 0.739)","('1971 establishments in India', 0.616)","('States and territories established in 1971', 0.464)","('Natural disasters', 0.428)","('Himachal Pradesh', 0.419)","('Punjabi-speaking countries and territories', 0.006)","('North India', 0.0)","('States and union territories of India', 0.0)","('1892 in Australia', 0.0)"
"('Monuments and memorials', 0.868)","('Cities and towns in Kargil district', 0.483)","('Hill stations in Ladakh', 0.483)","('Kargil', 0.483)","('Cities and towns in Ladakh', 0.437)","('Geography of Ladakh', 0.428)","('Ladakh', 0.243)","('Indian union territory capitals', 0.0)","('1892 in Australia', 0.0)","('1893 in Australia', 0.0)"
"('Maharashtra', 0.014)","('1960 establishments in India', 0.006)","('States and territories established in 1960', 0.005)","('States and union territories of India', 0.0)","('Humans', 0.0)","('People', 0.0)","('1892 in Australia', 0.0)","('1893 in Australia', 0.0)","('Bulletin Debate', 0.0)","('History of Australia (1851–1900)', 0.0)"
"('American freestyle music groups', 0.464)","('Musical groups from San Francisco', 0.464)","('Smalltown Supersound artists', 0.464)","('United States musical group stubs', 0.464)","('Musical groups established in 2001', 0.446)","('Karnataka', 0.08)","('1956 establishments in India', 0.011)","('States and territories established in 1956', 0.001)","('South India', 0.0)","('States and union territories of India', 0.0)"
"('Cities and towns in Kamrup Metropolitan district', 0.922)","('Guwahati', 0.922)","('River ports', 0.922)","('Assam', 0.141)","('Indian Vaishnavites', 0.141)","('Politicians from Ahmedabad', 0.141)","('Indian prisoners and detainees', 0.096)","('Rajya Sabha members from Gujarat', 0.096)","('Ministers of Internal Affairs of India', 0.08)","('Tourism in Northeast India', 0.065)"
"('1971 establishments in India', 0.616)","('States and territories established in 1971', 0.464)","('Himachal Pradesh', 0.419)","('India geography stubs', 0.269)","('Types of administrative division', 0.044)","('Punjabi-speaking countries and territories', 0.006)","('North India', 0.0)","('States and union territories of India', 0.0)","('1892 in Australia', 0.0)","('1893 in Australia', 0.0)"
"('Differential equations', 0.008)","('Waves', 0.008)"
"('Cities and towns in Kargil district', 0.966)","('Hill stations in Ladakh', 0.966)","('Kargil', 0.966)","('African-American musical groups', 0.96)","('Hip hop groups from New York City', 0.96)","('Musical groups from Queens, New York', 0.96)","('Nas', 0.96)","('Cities and towns in Ladakh', 0.874)","('Geography of Ladakh', 0.856)","('Kargil War', 0.739)"
"('Cities and towns in Kupwara district', 0.96)","('Kupwara district', 0.96)","('Shipbuilding stubs', 0.96)","('Watercraft components', 0.904)","('Jammu and Kashmir geography stubs', 0.817)","('1892 in Australia', 0.0)","('1893 in Australia', 0.0)","('Bulletin Debate', 0.0)","('History of Australia (1851–1900)', 0.0)","('1973 births', 0.0)"
"('People from North Goa district', 0.904)","('Bharatiya Janata Party politician stubs', 0.886)","('Bharatiya Janata Party politicians from Goa', 0.886)","('Chief Ministers of Goa', 0.886)","('Goa MLAs 2017–2022', 0.851)","('Members of the Goa Legislative Assembly', 0.851)","('Maratha clans', 0.834)","('Former exclaves', 0.568)","('Goa', 0.568)","('India–Portugal relations', 0.568)"
"('1892 in Australia', 0.0)","('1893 in Australia', 0.0)","('Bulletin Debate', 0.0)","('History of Australia (1851–1900)', 0.0)","('1973 births', 0.0)","('20th-century Indian journalists', 0.0)","(""Alumni of St Antony's College, Oxford"", 0.0)","('Assamese people', 0.0)","('Hindu College, Delhi alumni', 0.0)","('Indian broadcast news analysts', 0.0)"
"('Maharashtra Bharatiya Janata Party politician stubs', 0.886)","('Members of the Maharashtra Legislative Assembly', 0.868)","('Hydrology', 0.754)","('Leaders of the Opposition in the Maharashtra Legislative Assembly', 0.455)","('Natural disasters', 0.428)","('1952 births', 0.387)","('Equity securities', 0.387)","('Stock market', 0.387)","('Meteorological phenomena', 0.379)","('Corporate finance', 0.379)"
"('Economy of Maharashtra', 0.904)","('Raigad district', 0.904)","('Cities and towns in Raigad district', 0.886)","('Newar', 0.834)","('Heads of government', 0.769)","('Disasters', 0.724)","('Executive ministers', 0.695)","('Bal Thackeray', 0.603)","('Thackeray family (Maharashtra)', 0.603)","('1960 births', 0.58)"
"('Boxing', 0.98)","('Combat sports', 0.98)","('European martial arts', 0.98)","('Individual sports', 0.98)","('Playing cards', 0.96)","('Atomweight boxers', 0.941)","('Boxers at the 2012 Summer Olympics', 0.941)","('Boxers at the 2014 Asian Games', 0.941)","('Boxers at the 2018 Commonwealth Games', 0.941)","('Flyweight boxers', 0.941)"
"('1492 establishments in the Spanish West Indies', 1.0)","('1821 establishments in the Dominican Republic', 1.0)","('1822 establishments in Haiti', 1.0)","('1844 disestablishments in Haiti', 1.0)","('1844 establishments in North America', 1.0)","('1861 establishments in the Spanish West Indies', 1.0)","('1865 disestablishments in the Spanish West Indies', 1.0)","('Dominican Republic', 1.0)","('States and territories established in 1844', 1.0)","('Playing cards', 0.96)"
"('Economy of Maharashtra', 0.904)","('Raigad district', 0.904)","('Cities and towns in Raigad district', 0.886)","('Cities and towns in Ratnagiri district', 0.851)","('Disasters', 0.724)","('Bal Thackeray', 0.603)","('Thackeray family (Maharashtra)', 0.603)","('1960 births', 0.58)","('Konkan', 0.464)","('Natural philosophy', 0.419)"
"('1972 compilation albums', 0.941)","('Albums produced by Eddie Kramer', 0.941)","('Albums recorded at Electric Lady Studios', 0.941)","('Compilation albums published posthumously', 0.941)","('Jimi Hendrix albums', 0.941)","('1999 in India', 0.801)","('1999 in Pakistan', 0.801)","('1999 in international relations', 0.801)","('Conflicts in 1999', 0.801)","('History of mass media in Pakistan', 0.801)"
"('Presidents of Delhi University Students Union', 0.98)","('Speakers of the Delhi Legislative Assembly', 0.98)","('Trade unionists from Delhi', 0.98)","('State cabinet ministers of Delhi', 0.817)","('1727 establishments in India', 0.785)","('Jaipur', 0.785)","('Populated places established in 1727', 0.785)","('Cities and towns in Jaipur district', 0.769)","('World Heritage Sites in India', 0.681)","('Lok Sabha members from Delhi', 0.493)"
"('Banaras Hindu University alumni', 0.851)","('Lieutenant Governors of Jammu and Kashmir', 0.851)","('People from Ghazipur district', 0.851)","('Politicians from Ghazipur', 0.817)","('Honor', 0.785)","('Social status', 0.724)","('Warrior code', 0.724)","('1933 births', 0.681)","('Historians of India', 0.681)","('Historians of Indian art', 0.681)"
"('2010 racehorse births', 0.98)","('Thoroughbred family 3-c', 0.98)","('Racehorses trained in the United Kingdom', 0.96)","('Racehorses bred in Ireland', 0.941)","('Manipur', 0.801)","('States and territories established in 1972', 0.493)","('Tourism in Northeast India', 0.065)","('Northeast India', 0.053)","('Given names', 0.0)","('States and union territories of India', 0.0)"
"('Culture of Kalinga (province)', 0.886)","('Culture of Mountain Province', 0.886)","('Panpipes', 0.886)","('Philippine musical instruments', 0.886)"
"('1727 establishments in India', 0.785)","('Jaipur', 0.785)","('Populated places established in 1727', 0.785)","('Cities and towns in Jaipur district', 0.769)","('World Heritage Sites in India', 0.681)","('Deputy chief ministers of Rajasthan', 0.654)","('Institute of Management Technology, Ghaziabad alumni', 0.654)","('People from Dausa district', 0.654)","('People from Saharanpur', 0.654)","('Rajasthan MLAs 2018–2023', 0.654)"
"('Notation', 0.96)","('Behavior modification', 0.96)","('Codes of conduct', 0.96)","('Concepts', 0.904)","('Culture of Kalinga (province)', 0.886)","('Culture of Mountain Province', 0.886)","('Panpipes', 0.886)","('Philippine musical instruments', 0.886)","('Symbols', 0.851)","('Syntactic entities', 0.834)"
"('Culture of Kalinga (province)', 0.886)","('Culture of Mountain Province', 0.886)","('Panpipes', 0.886)","('Philippine musical instruments', 0.886)"
"('1994 comics debuts', 0.922)","('American comic strips', 0.922)","('Anthropomorphic animal characters', 0.922)","('Comics about animals', 0.922)","('Comics about cats', 0.922)","('Comics about dogs', 0.922)","('Fictional cats', 0.922)","('Gag-a-day comics', 0.922)","('Evening', 0.603)","('Standards and measurement stubs', 0.603)"
"('2012 establishments in the United Kingdom', 1.0)","('Border guards', 1.0)","('Borders of the United Kingdom', 1.0)","('2002 American television series debuts', 0.98)","('Sinclair Broadcast Group', 0.98)","('United States non-fiction television series stubs', 0.98)","('2000s American television news shows', 0.96)","('2006 American television series endings', 0.96)","('Local news programming in the United States', 0.96)","('Customs services', 0.941)"
"('Ancient peoples', 1.0)","('Avesta', 1.0)","('Esoteric anthropogenesis', 1.0)","('History of India', 1.0)","('History of Iran', 1.0)","('Indo-European linguistics', 1.0)","('Indo-Iranian peoples', 1.0)","('Vedas', 0.941)","('Culture of Kalinga (province)', 0.886)","('Culture of Mountain Province', 0.886)"
"('2012 video games', 1.0)","('Crowdfunded video games', 1.0)","('First-person shooter multiplayer online games', 1.0)","('First-person shooter stubs', 1.0)","('Post-apocalyptic video games', 1.0)","('Vehicular combat games', 1.0)","('Video games about zombies', 1.0)","('Unreal Engine games', 0.98)","('Windows-only games', 0.98)","('Video games developed in the United States', 0.941)"
"('Pashtun people', 1.206)","('Government ministers of Afghanistan', 0.96)","('Governors of Ghazni Province', 0.96)","('Governors of Kandahar Province', 0.96)","('Islamic Dawah Organisation of Afghanistan politicians', 0.96)","('Kabul University alumni', 0.96)","('Politicians of Ghazni Province', 0.96)","('2000s in Afghanistan', 0.96)","('2010s in Afghanistan', 0.96)","('20th-century Afghan politicians', 0.96)"
"('Pornography', 0.817)","('Sexuality', 0.817)","('Actresses from Mangalore', 0.628)","('Big Brother (British TV series) contestants', 0.628)","('Businesspeople from Mangalore', 0.628)","('Cricket patrons', 0.628)","('Female models from Karnataka', 0.628)","('Film producers from Karnataka', 0.628)","('HIV/AIDS activists', 0.628)","('Indian expatriates in the United Kingdom', 0.628)"
"('Badminton players at the 2015 European Games', 1.0)","('Badminton players at the 2019 European Games', 1.0)","('Competitors at the 2017 Maccabiah Games', 1.0)","('European Games competitors for Israel', 1.0)","('European Games competitors for Russia', 1.0)","('Israeli female badminton players', 1.0)","('Maccabiah Games gold medalists for Israel', 1.0)","('Maccabiah Games medalists in badminton', 1.0)","('Olympic badminton players of Israel', 1.0)","('Russian emigrants to Israel', 1.0)"
"('Cities and towns in Kulgam district', 0.904)","('Demonyms', 0.535)","('Nautical terminology', 0.258)","('Armies', 0.098)","('Types of military forces', 0.092)","('Earth', 0.0)","('Ontology', 0.0)","('World', 0.0)"
"('1994 comics debuts', 0.922)","('American comic strips', 0.922)","('Anthropomorphic animal characters', 0.922)","('Comics about animals', 0.922)","('Comics about cats', 0.922)","('Comics about dogs', 0.922)","('Fictional cats', 0.922)","('Gag-a-day comics', 0.922)"
