"('1972 establishments in India', 1.0)","('Meghalaya', 1.0)","('1933 births', 0.96)","('20th-century Indian historians', 0.96)","('21st-century Indian historians', 0.96)","('Historians of India', 0.96)","('Historians of Indian art', 0.96)","('Indian art historians', 0.96)","('People from Agra', 0.96)","('University of Rajasthan faculty', 0.96)"
"('Consorts of Shiva', 1.0)","('Hindu tantra', 1.0)","('Shaktism', 1.0)","('Hindu goddesses', 0.98)","('Mother goddesses', 0.98)","('Tantric practices', 0.98)","('Names of God in Hinduism', 0.96)","('Vitalism', 0.96)","('Hindu philosophical concepts', 0.724)","('Rain', 0.695)"
"('Advertising by medium', 1.0)","('British inventions', 1.0)","('Italian inventions', 1.0)","('Promotion and marketing communications', 1.0)","('Radio', 1.0)","('Infrastructure', 0.851)","('Media formats', 0.834)","('Ethnicity', 0.817)","('Nation', 0.817)","('Types of communities', 0.817)"
"('2007 American novels', 1.0)","('American detective novels', 1.0)","('Jesse Stone (novel series)', 1.0)","('Novels about rape', 1.0)","('Novels by Robert B. Parker', 1.0)","('Communes of Orne', 1.0)","('Orne geography stubs', 1.0)","('Age of Enlightenment', 1.0)","('Idealism', 1.0)","('Concepts in ethics', 0.98)"
"('1910s neologisms', 1.0)","('Celebrity', 1.0)","('Film and video terminology', 1.0)","('Acting', 0.98)","('1457 establishments in Asia', 0.681)","('15th-century establishments in Japan', 0.681)","('Kantō region', 0.681)","('Populated places established in the 1450s', 0.681)","('Tokyo', 0.681)","('Populated coastal places in Japan', 0.654)"
"('Dutch feminine given names', 1.0)","('English feminine given names', 1.0)","('Feminine given names', 1.0)","('Hypocorisms', 1.0)","('1988 establishments in Maharashtra', 1.0)","('Companies based in Pune', 1.0)","('Internet properties established in 2003', 1.0)","('Software companies established in 1988', 1.0)","('Yellow pages', 1.0)","('Skills', 0.98)"
"('21st-century American male writers', 1.0)","('21st-century American non-fiction writers', 1.0)","('21st-century American novelists', 1.0)","('Alumni of the University of Oxford', 1.0)","('American foreign policy writers', 1.0)","('American male novelists', 1.0)","('American science fiction writers', 1.0)","('American technology writers', 1.0)","('Brown University alumni', 1.0)","('Clinton administration personnel', 1.0)"
"('1971 establishments in Asia', 0.98)","('Bangladesh', 0.98)","('Former British colonies and protectorates in Asia', 0.98)","('Chakras', 0.98)","('Consciousness–matter dualism', 0.98)","('New Age', 0.98)","('Theosophical philosophical concepts', 0.98)","('Medals', 0.98)","('Vitalism', 0.96)","('States and territories established in 1971', 0.941)"
"('Exonumia', 1.0)","('Medallists', 1.0)","('Competition', 1.0)","('Numismatics', 0.98)","('Medals', 0.98)","('Social events', 0.941)","('American people of Hungarian-Jewish descent', 0.941)","('Blinken family', 0.941)","('Dalton School alumni', 0.941)","('Harvard College alumni', 0.941)"
"('Military ranks', 0.868)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)","('Geomorphology', 0.0)","('Hydrology', 0.0)","('Rivers', 0.0)","('Water streams', 0.0)"
"('1912 establishments in the United States', 1.0)","('Arizona', 1.0)","('States of the United States', 1.0)","('U.S. states with multiple time zones', 1.0)","('Western United States', 1.0)","('1957 births', 1.0)","('20th-century American non-fiction writers', 1.0)","('20th-century American women lawyers', 1.0)","('20th-century American women writers', 1.0)","('21st-century American essayists', 1.0)"
"('Hindu theology stubs', 1.0)","('Months of the Hindu calendar', 1.0)","('Christian genres', 1.0)","('Homiletics', 1.0)","('Islamic sermons', 1.0)","('Musar movement', 1.0)","('Salah', 1.0)","('Sermons', 1.0)","('Speeches by type', 1.0)","('Addition', 1.0)"
"('Least developed countries', 1.07)","('Mathematical terminology', 1.0)","('1769 establishments in Asia', 0.98)","('Former monarchies of Asia', 0.98)","('Historical Hindu kingdoms', 0.98)","('Nepal', 0.98)","('States and territories established in 1769', 0.98)","('1971 establishments in Asia', 0.98)","('Bangladesh', 0.98)","('Former British colonies and protectorates in Asia', 0.98)"
"('Maharashtra', 0.801)","('1960 establishments in India', 0.616)","('States and territories established in 1960', 0.503)","('Darkness', 0.169)","('Night', 0.169)","('Parts of a day', 0.169)","('Time in astronomy', 0.169)","('States and union territories of India', 0.096)"
"('Recipients of the Arjuna Award', 1.772)","('1992 video games', 1.0)","('Australia-exclusive video games', 1.0)","('Cricket video games', 1.0)","('Multiplayer and single-player video games', 1.0)","('Nintendo Entertainment System-only games', 1.0)","('Nintendo Entertainment System games', 1.0)","('Video games developed in Australia', 1.0)","('Video games set in Australia', 1.0)","('Awards established in 1961', 1.0)"
"('Regions', 1.0)","('Forest ecology', 1.0)","('Plant life-forms', 1.0)","('Plant morphology', 1.0)","('Plants by habit', 1.0)","('Mindfulness (psychology)', 1.0)","('Systems psychology', 1.0)","('Deforestation', 1.0)","('Environmental issues with forests', 1.0)","('Forest pathology', 1.0)"
"('Human name disambiguation pages', 0.868)","('Biotechnology', 0.176)","('Earth', 0.09)","('World', 0.09)","('Vaccination', 0.058)","('Ontology', 0.029)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)","('Television terminology', 0.001)"
"('Biannual journals', 0.98)","('Continental philosophy literature', 0.98)","('Philosophy journal stubs', 0.98)","('Philosophy journals', 0.98)","('University of Warwick', 0.98)","('2nd-millennium BC introductions', 0.98)","('Building materials', 0.98)","('Roofing materials', 0.98)","('Steel', 0.98)","('Watches', 0.0)"
"('1989 albums', 1.0)","('Albums produced by Don Fury', 1.0)","('Gorilla Biscuits albums', 1.0)","('Revelation Records albums', 1.0)","('Cities and towns in Baramulla district', 0.941)","('Kashmir', 0.941)","('Sopore', 0.941)","('Westminster system', 0.785)","('Parliamentary procedure', 0.695)","('Legislatures', 0.628)"
"('Dhivehi Rayyithunge Party politicians', 1.0)","('Foreign Ministers of the Maldives', 1.0)","('Maldivian Muslims', 1.0)","('Maldivian politicians', 1.0)","(""Members of the People's Majlis"", 1.0)","('People from Malé', 1.0)","('Presidents of the United Nations General Assembly', 1.0)","(""Speakers of the People's Majlis"", 1.0)","('University of Canberra alumni', 1.0)","('Tufts University alumni', 0.98)"
"('2nd-millennium BC establishments in China', 1.0)","('Jianghan Plain', 1.0)","('National Forest Cities in China', 1.0)","('Populated places on the Yangtze River', 1.0)","('Port cities and towns in China', 1.0)","('Provincial capitals in China', 1.0)","(""Sub-provincial cities in the People's Republic of China"", 1.0)","('Wuhan', 1.0)","('Wuhan urban agglomeration', 1.0)","('Cities', 1.0)"
"('Websites', 1.0)","('1974 births', 0.922)","('Bharatiya Janata Party politicians from Himachal Pradesh', 0.922)","('Himachal Pradesh cricketers', 0.922)","('Lok Sabha members from Himachal Pradesh', 0.922)","('Members of the Board of Control for Cricket in India', 0.922)","('People from Hamirpur, Himachal Pradesh', 0.922)","('Presidents of the Board of Control for Cricket in India', 0.922)","('Indian cricket administrators', 0.886)","('14th Lok Sabha members', 0.801)"
"('Ball and bat games', 0.98)","('Cricket', 0.98)","('Former Summer Olympic sports', 0.98)","('Sports originating in England', 0.98)","('Team sports', 0.98)","('Seasons', 0.96)","('Calendars', 0.904)","('Climate patterns', 0.724)","('Units of time', 0.033)","('Watches', 0.0)"
"('Computer network security', 1.0)","('Espionage devices', 1.0)","('Identity theft', 1.0)","('Online advertising', 1.0)","('Rogue software', 1.0)","('Security breaches', 1.0)","('Spyware', 1.0)","('Types of malware', 1.0)","('1958 establishments in Madhya Pradesh', 1.0)","('Daily newspapers published in India', 1.0)"
"('Clemency', 1.0)","('Criminal law legal terminology', 1.0)","('Impunity', 1.0)","('Peace mechanisms', 0.98)","('Children of Poseidon', 0.904)","('Medusa', 0.904)","('Pegasus', 0.904)","('Surnames', 0.403)"
"('1974 births', 0.922)","('Bharatiya Janata Party politicians from Himachal Pradesh', 0.922)","('Himachal Pradesh cricketers', 0.922)","('Lok Sabha members from Himachal Pradesh', 0.922)","('Members of the Board of Control for Cricket in India', 0.922)","('People from Hamirpur, Himachal Pradesh', 0.922)","('Presidents of the Board of Control for Cricket in India', 0.922)","('Humans', 0.904)","('People', 0.904)","('Indian cricket administrators', 0.886)"
"('Undergarments', 0.98)","('Youth', 0.96)","('Social constructionism', 0.941)","('1974 births', 0.922)","('Bharatiya Janata Party politicians from Himachal Pradesh', 0.922)","('Himachal Pradesh cricketers', 0.922)","('Lok Sabha members from Himachal Pradesh', 0.922)","('Members of the Board of Control for Cricket in India', 0.922)","('People from Hamirpur, Himachal Pradesh', 0.922)","('Presidents of the Board of Control for Cricket in India', 0.922)"
"('Map types', 0.258)","('Science education materials', 0.258)","('Spheres', 0.258)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)","('Television terminology', 0.001)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)"
"('Cultural generations', 0.96)","('Demographics', 0.96)","('Westminster system', 0.785)","('Climate of Asia', 0.769)","('Tropical meteorology', 0.769)","('Wind', 0.769)","('Winds', 0.769)","('Climate patterns', 0.724)","('Flood', 0.709)","('Parliamentary procedure', 0.695)"
"('Manufacturing', 1.0)","('Production and manufacturing', 1.0)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)","('Geomorphology', 0.0)","('Hydrology', 0.0)","('Rivers', 0.0)","('Water streams', 0.0)"
"('Cultural generations', 0.96)","('Demographics', 0.96)","('Westminster system', 0.785)","('Climate of Asia', 0.769)","('Tropical meteorology', 0.769)","('Wind', 0.769)","('Winds', 0.769)","('Climate patterns', 0.724)","('Flood', 0.709)","('Parliamentary procedure', 0.695)"
"('Darkness', 0.169)","('Night', 0.169)","('Parts of a day', 0.169)","('Time in astronomy', 0.169)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)","('Television terminology', 0.001)","('Watches', 0.0)","('Bodies of water', 0.0)"
"('Developmental psychology', 0.98)","('Neuropsychological assessment', 0.98)","('Systems science', 0.98)","('1992 establishments in Lebanon', 0.98)","('Educational institutions established in 1992', 0.98)","('Universities in Lebanon', 0.98)","('Dividends', 0.98)","('Shareholders', 0.98)","('1957 racehorse births', 0.98)","('Racehorses bred in California', 0.98)"
"('Chancellors (government)', 1.0)","('Academic ranks', 1.0)","('Education and training occupations', 1.0)","('Professorships', 1.0)","('Developmental psychology', 0.98)","('Neuropsychological assessment', 0.98)","('Systems science', 0.98)","('1992 establishments in Lebanon', 0.98)","('Educational institutions established in 1992', 0.98)","('Universities in Lebanon', 0.98)"
"('Economy', 0.941)","('Main topic articles', 0.021)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)","('Geomorphology', 0.0)","('Hydrology', 0.0)","('Rivers', 0.0)","('Water streams', 0.0)","('1959 establishments in Delhi', 0.0)"
"('1457 establishments in Asia', 0.681)","('15th-century establishments in Japan', 0.681)","('Kantō region', 0.681)","('Populated places established in the 1450s', 0.681)","('Tokyo', 0.681)","('Populated coastal places in Japan', 0.654)","('Port settlements in Japan', 0.654)","('Capitals in Asia', 0.474)","('Watches', 0.0)","('Bodies of water', 0.0)"
"('Cartography', 0.801)","('Geodesy', 0.801)","('Oronyms', 0.801)","('Summits', 0.801)","('Surveying', 0.801)","('Topography', 0.801)","('Slope landforms', 0.785)","('Physical geography', 0.754)","('Earth', 0.09)","('World', 0.09)"
"('Earth', 0.09)","('World', 0.09)","('Ontology', 0.029)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)","('Television terminology', 0.001)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)"
"('2009 documentary films', 1.0)","('2009 films', 1.0)","('Documentary films about space', 1.0)","('Films about space programs', 1.0)","('Films directed by Christian Frei', 1.0)","('Films scored by Eduard Artemyev', 1.0)","('Films shot in Kazakhstan', 1.0)","('Space program of Kazakhstan', 1.0)","('Swiss documentary films', 1.0)","('Swiss films', 1.0)"
"('1507 establishments in India', 0.868)","('Cities and towns in Mumbai City district', 0.868)","('Mumbai', 0.868)","('Populated places established in 1507', 0.868)","('Port cities and towns of the Arabian Sea', 0.868)","('Cities in Maharashtra', 0.851)","('Populated coastal places in India', 0.851)","('Former Portuguese colonies', 0.817)","('Port cities in India', 0.817)","('Climate of Asia', 0.769)"
"('Chairs', 0.922)","('Furniture', 0.922)","('1507 establishments in India', 0.868)","('Cities and towns in Mumbai City district', 0.868)","('Mumbai', 0.868)","('Populated places established in 1507', 0.868)","('Port cities and towns of the Arabian Sea', 0.868)","('Cities in Maharashtra', 0.851)","('Populated coastal places in India', 0.851)","('Former Portuguese colonies', 0.817)"
"('Dairy', 1.0)","('Dairy industry', 1.0)","('Investment', 0.922)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)","('Geomorphology', 0.0)","('Hydrology', 0.0)","('Rivers', 0.0)","('Water streams', 0.0)"
"('Island countries of the Indian Ocean', 0.941)","('Socialist states', 0.941)","('Sri Lanka', 0.941)","('States and territories established in 1972', 0.922)","('Chairs', 0.922)","('Furniture', 0.922)","('Tamil-speaking countries and territories', 0.834)","('Island countries', 0.654)","('Commonwealth republics', 0.0)","('Countries in Asia', 0.0)"
"('2008 Australian television series debuts', 0.96)","('2010s Australian television series', 0.96)","('Australian Broadcasting Corporation original programming', 0.96)","('Australian television news shows', 0.96)","('Breakfast television in Australia', 0.96)","('Television shows set in Melbourne', 0.96)","('Island countries of the Indian Ocean', 0.941)","('Socialist states', 0.941)","('Sri Lanka', 0.941)","('English-language television shows', 0.922)"
"('Westminster system', 0.785)","('Parliamentary procedure', 0.695)","('Legislatures', 0.628)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)","('Television terminology', 0.001)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)"
"('1457 establishments in Asia', 0.681)","('15th-century establishments in Japan', 0.681)","('Kantō region', 0.681)","('Populated places established in the 1450s', 0.681)","('Tokyo', 0.681)","('Populated coastal places in Japan', 0.654)","('Port settlements in Japan', 0.654)","('Capitals in Asia', 0.474)","('Watches', 0.0)","('Bodies of water', 0.0)"
"('Data', 0.96)","('Data management', 0.96)","('Darkness', 0.169)","('Night', 0.169)","('Parts of a day', 0.169)","('Time in astronomy', 0.169)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)","('Television terminology', 0.001)"
"('21st-century Indian lawyers', 1.0)","('21st-century Indian women lawyers', 1.0)","('Indian social entrepreneurs', 1.0)","('Lady Shri Ram College alumni', 1.0)","('Nari Shakti Puraskar 2018 winners', 1.0)","('People from Dimapur', 1.0)","('University of San Francisco alumni', 1.0)","('Chairs', 0.922)","('Furniture', 0.922)","('Oral communication', 0.785)"
"('Palaces', 1.0)","('Royal residences', 1.0)","('2nd-millennium BC establishments', 1.0)","('Kabul', 1.0)","('Kabul Shahi', 1.0)","('Places in Shahnameh', 1.0)","('Populated places in Kabul Province', 1.0)","('Cities in Afghanistan', 0.98)","('Populated places along the Silk Road', 0.98)","('Provincial capitals in Afghanistan', 0.98)"
"('Earth', 0.09)","('World', 0.09)","('Ontology', 0.029)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)","('Television terminology', 0.001)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)"
"('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)","('Geomorphology', 0.0)","('Hydrology', 0.0)","('Rivers', 0.0)","('Water streams', 0.0)","('1959 establishments in Delhi', 0.0)","('Companies based in New Delhi', 0.0)","('Doordarshan', 0.0)"
"('Redirects to Wiktionary', 0.941)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)","('Television terminology', 0.001)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)","('Geomorphology', 0.0)","('Hydrology', 0.0)"
"('Centimetre–gram–second system of units', 0.98)","('SI base units', 0.98)","('UCUM base units', 0.98)","('National upper houses', 0.96)","('Parliament of India', 0.96)","('Rajya Sabha', 0.96)","('Redirects to Wiktionary', 0.941)","('Children of Poseidon', 0.904)","('Medusa', 0.904)","('Pegasus', 0.904)"
"('Milestones', 1.0)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)","('Geomorphology', 0.0)","('Hydrology', 0.0)","('Rivers', 0.0)","('Water streams', 0.0)"
"('Centimetre–gram–second system of units', 0.98)","('SI base units', 0.98)","('UCUM base units', 0.98)","('National upper houses', 0.96)","('Parliament of India', 0.96)","('Rajya Sabha', 0.96)","('Children of Poseidon', 0.904)","('Medusa', 0.904)","('Pegasus', 0.904)","('Climate of Asia', 0.769)"
"('Reports', 0.96)","('2008 Australian television series debuts', 0.96)","('2010s Australian television series', 0.96)","('Australian Broadcasting Corporation original programming', 0.96)","('Australian television news shows', 0.96)","('Breakfast television in Australia', 0.96)","('Television shows set in Melbourne', 0.96)","('Government of the Parthian Empire', 0.96)","('Government of the Sasanian Empire', 0.96)","('Heads of state in Asia', 0.96)"
"('Westminster system', 0.785)","('Parliamentary procedure', 0.695)","('Legislatures', 0.628)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)","('Television terminology', 0.001)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)"
"('Darkness', 0.169)","('Night', 0.169)","('Parts of a day', 0.169)","('Time in astronomy', 0.169)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)","('Television terminology', 0.001)","('Watches', 0.0)","('Bodies of water', 0.0)"
"('1457 establishments in Asia', 0.681)","('15th-century establishments in Japan', 0.681)","('Kantō region', 0.681)","('Populated places established in the 1450s', 0.681)","('Tokyo', 0.681)","('Populated coastal places in Japan', 0.654)","('Port settlements in Japan', 0.654)","('Capitals in Asia', 0.474)","('Watches', 0.0)","('Bodies of water', 0.0)"
"('1709 establishments in Asia', 0.834)","('States and territories established in 1709', 0.834)","('States and territories established in 1747', 0.834)","('Territories under military occupation', 0.834)","('Afghanistan', 0.817)","('Central Asian countries', 0.801)","('Disputed territories in Asia', 0.754)","('Iranian Plateau', 0.754)","('Iranian countries and territories', 0.739)","('Pashto-speaking countries and territories', 0.739)"
"('Doomsday scenarios', 0.785)","('Economic problems', 0.785)","('Future problems', 0.785)","('Health disasters', 0.785)","('Biological hazards', 0.769)","('Global health', 0.754)","('Pandemics', 0.754)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)"
"('1988 short story collections', 1.0)","('American poetry collections', 1.0)","('Short story collections by Gordon R. Dickson', 1.0)","('1769 establishments in Asia', 0.98)","('Former monarchies of Asia', 0.98)","('Historical Hindu kingdoms', 0.98)","('Nepal', 0.98)","('States and territories established in 1769', 0.98)","('Strategic management', 0.868)","('Federal constitutional republics', 0.851)"
"('Reports', 0.96)","('Children of Poseidon', 0.904)","('Medusa', 0.904)","('Pegasus', 0.904)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)","('Television terminology', 0.001)","('Watches', 0.0)","('Bodies of water', 0.0)"
"('Landslides', 0.98)","('Environmental soil science', 0.922)","('Karnataka', 0.904)","('1956 establishments in India', 0.868)","('1507 establishments in India', 0.868)","('Cities and towns in Mumbai City district', 0.868)","('Mumbai', 0.868)","('Populated places established in 1507', 0.868)","('Port cities and towns of the Arabian Sea', 0.868)","('Cities in Maharashtra', 0.851)"
"('Watches', 0.0)"
"('Landslides', 0.98)","('Environmental soil science', 0.922)","('Karnataka', 0.904)","('1956 establishments in India', 0.868)","('1507 establishments in India', 0.868)","('Cities and towns in Mumbai City district', 0.868)","('Mumbai', 0.868)","('Populated places established in 1507', 0.868)","('Port cities and towns of the Arabian Sea', 0.868)","('Cities in Maharashtra', 0.851)"
"('Westminster system', 0.785)","('Parliamentary procedure', 0.695)","('Legislatures', 0.628)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)","('Geomorphology', 0.0)","('Hydrology', 0.0)","('Rivers', 0.0)","('Water streams', 0.0)"
"('Parties', 0.904)","('Party stores', 0.904)","('Meetings', 0.535)","('Darkness', 0.169)","('Night', 0.169)","('Parts of a day', 0.169)","('Time in astronomy', 0.169)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)"
"('1457 establishments in Asia', 0.681)","('15th-century establishments in Japan', 0.681)","('Kantō region', 0.681)","('Populated places established in the 1450s', 0.681)","('Tokyo', 0.681)","('Populated coastal places in Japan', 0.654)","('Port settlements in Japan', 0.654)","('Capitals in Asia', 0.474)","('Watches', 0.0)","('Bodies of water', 0.0)"
"('Kayastha', 1.0)","('Neurology', 1.0)","('Indian surnames', 0.591)","('Surnames', 0.403)"
"('Barriers to critical thinking', 1.0)","('Political communication', 1.0)","('Propaganda', 1.0)","('Public opinion', 1.0)","('Deception', 0.96)","('Atheist states', 0.785)","('China', 0.785)","('Chinese-speaking countries and territories', 0.785)","(""People's Republic of China"", 0.785)","('Communist states', 0.769)"
"('Parties', 0.904)","('Party stores', 0.904)","('Meetings', 0.535)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)","('Television terminology', 0.001)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)"
"('1960s American crime television series', 1.0)","('1960s American drama television series', 1.0)","('1968 American television series debuts', 1.0)","('1970s American crime drama television series', 1.0)","('1970s American mystery television series', 1.0)","('1970s American police procedural television series', 1.0)","('1980s American crime drama television series', 1.0)","('1980s American mystery television series', 1.0)","('1980s American police procedural television series', 1.0)","('1990s American crime drama television series', 1.0)"
"('Rural geography', 1.0)","('Villages', 1.0)","('Market (economics)', 1.0)","('Price controls', 1.0)","('Scarcity', 1.0)","('Workforce', 1.0)","('Types of populated places', 0.98)","('Urban geography', 0.98)","('Madhya Pradesh', 0.98)","('Hydrogen compounds', 0.941)"
"('Parties', 0.904)","('Party stores', 0.904)","('Climate of Asia', 0.769)","('Tropical meteorology', 0.769)","('Wind', 0.769)","('Winds', 0.769)","('Climate patterns', 0.724)","('Flood', 0.709)","('Rain', 0.695)","('Meetings', 0.535)"
"('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)","('Geomorphology', 0.0)","('Hydrology', 0.0)","('Rivers', 0.0)","('Water streams', 0.0)","('1959 establishments in Delhi', 0.0)","('Companies based in New Delhi', 0.0)","('Doordarshan', 0.0)"
"('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)","('Geomorphology', 0.0)","('Hydrology', 0.0)","('Rivers', 0.0)","('Water streams', 0.0)"
"('Darkness', 0.169)","('Night', 0.169)","('Parts of a day', 0.169)","('Time in astronomy', 0.169)","('Communication', 0.001)","('News', 0.001)","('Sociology of knowledge', 0.001)","('Television terminology', 0.001)","('Watches', 0.0)","('Bodies of water', 0.0)"
"('1457 establishments in Asia', 0.681)","('15th-century establishments in Japan', 0.681)","('Kantō region', 0.681)","('Populated places established in the 1450s', 0.681)","('Tokyo', 0.681)","('Populated coastal places in Japan', 0.654)","('Port settlements in Japan', 0.654)","('Capitals in Asia', 0.474)","('Watches', 0.0)","('Bodies of water', 0.0)"
"('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)","('Geomorphology', 0.0)","('Hydrology', 0.0)","('Rivers', 0.0)","('Water streams', 0.0)","('1959 establishments in Delhi', 0.0)","('Companies based in New Delhi', 0.0)","('Doordarshan', 0.0)"
"('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)","('Geomorphology', 0.0)","('Hydrology', 0.0)","('Rivers', 0.0)","('Water streams', 0.0)","('1959 establishments in Delhi', 0.0)","('Companies based in New Delhi', 0.0)","('Doordarshan', 0.0)"
"('Grey literature', 0.96)","('Academic terminology', 0.941)","('Teaching', 0.922)","('Indian Vaishnavites', 0.904)","('Indian prisoners and detainees', 0.904)","('Politicians from Ahmedabad', 0.904)","('Rajya Sabha members from Gujarat', 0.904)","('Educational psychology', 0.886)","('Politicians from Mumbai', 0.868)","('1964 births', 0.817)"
"('Clothing industry', 1.0)","('Textiles', 0.98)","('Watches', 0.0)","('Bodies of water', 0.0)","('Fluvial landforms', 0.0)","('Geomorphology', 0.0)","('Hydrology', 0.0)","('Rivers', 0.0)","('Water streams', 0.0)","('1959 establishments in Delhi', 0.0)"
