WHO approves China's Sinovac Covid vaccine for emergency use & more | The News | 02.06.2021\#\2,249 views\#\Jun 2, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Top Headlines:  1.CBSE/ICSE 12th Board Exams cancelled. PM expresses that the Health and Safety of students is of utmost importance and there can be no compromise on this.   2. Second- Wave of Covid-19 weakens in India. Unlock process begins in some states.   3. COVID- Guidelines on Children soon. The Centre says it is fully prepared for COVID19 3rd wave which may impact Children.   4. BRICS Foreign Ministers meet virtually held with India as chair; focus remains on  COVID-19, access to vaccine and counter-terrorism.   5. WHO approves China's Sinovac Covid vaccine for emergency use
Brazil signs technology transfer agreement for AstraZeneca vaccine & more | Breakfast News |2.6.2021\#\180 views\#\Jun 2, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Top Headlines:  -CBSE/ICSE 12th Board Exams stand cancelled  -Second wave of COVID-19 weakens in India; the daily positivity rate drops to 6.62%  -Support for Osaka rallies up  -Brazil signs technology transfer agreement for AstraZeneca vaccine
NEWS NIGHT | CBSE Class XII Board Exams cancelled & other news and updates | 01.06.2021\#\356 views\#\Jun 1, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch our daily prime time broadcast on the happenings of the day.
Prime Minister Modi chairs review meeting regarding Class XII Board exams of CBSE\#\217 views\#\Jun 1, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Prime Minister Narendra Modi chaired a review meeting regarding the Class XII Board exams of CBSE. Officials gave a detailed presentation on the wide and extensive consultation held so far and views received from all stakeholders, including State governments.
Panel of top doctors clarify your doubts on COVID-19 | Doctors Speak | 01.06.2021\#\95 views\#\Jun 1, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch our special broadcast 'Doctors Speak' where we bring to you a panel of doctors who answers your queries on the #COVID19 outbreak
BRICS Foreign Ministers' meet & more updates | Mid Day Prime | 01.06.2021\#\492 views\#\Jun 1, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Catch your daily dose of the latest news on 'Mid Day Prime' where we bring news from India and around the world.  Top headlines are: - Decline in COVID-19 cases in India  -  Gusty winds hit parts of North India  - Indian Boxers shine at the Asian Championship
Discussion on treatment of COVID-19 through home care & quarantine | Doctors Speak | 01.06.2021\#\59 views\#\Jun 1, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live, COVID-19, care & quarantine\#\Special Broadcast | Doctors Speak - where we bring to you a panel of doctors who answers your queries and bust all the myths and doubts on the COVID19 outbreak.
Decline in COVID-19 cases in India & more updates | 01.06.2021| The News\#\87 views\#\Jun 1, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch "The News" to catch on all the latest news updates from India and around the globe.  Top Headlines are: - BRICS foreign Ministers' meet  - Gusty winds hit parts of North India  - Indian Boxers shine at the Asian Championship
Measures to speed up vaccination & more | Breakfast News | 01.06.2021\#\63 views\#\Jun 1, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch 'Breakfast News' to get the latest updates in and around the world along with the latest happenings from the world of sports, business, web reviews, health tips, and more.  Top Headlines: - Partial unlock as COVID cases decline - GDP 1.6% in the fourth quarter  - Gusty winds hit parts of North India
NEWS NIGHT | Delhi High Court dismisses plea to halt Central Vista Project work & other news updates\#\353 views\#\May 31, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch our daily prime time broadcast on the happenings of the day.
THE NEWS | World No Tobacco Day observed today & other news and updates | 31.05.2021\#\107 views\#\May 31, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Catch the Top News stories of the day in our special bulletin ' THE NEWS'.
DOCTORS SPEAK | Panel of top doctors clarify your COVID-19 doubts | 31.05.2021\#\44 views\#\May 31, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Special Broadcast | Doctors Speak - where we bring to you a panel of doctors who answers your queries and bust all the myths and doubts on the COVID19 outbreak.
Delhi HC dismisses petition on Central Vista project & more updates | Mid Day Prime | 31.05.2021\#\130 views\#\May 31, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Catch your daily dose of the latest news on 'Mid Day Prime' where we bring news from India and around the world.  Top headlines are: - Many states initiate unlocking process - New cases are lowest in the last 46 days  - Ecowas suspends Mali over coup  - Big upset on the first day at the French open  - India's best show at Asian Boxing Championship
Discussion on COVID-19 symptoms, treatment and vaccination | Doctors Speak | 31.05.2021\#\65 views\#\May 31, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Special Broadcast | Doctors Speak - where we bring to you a panel of doctors who answers your queries and bust all the myths and doubts on the COVID19 outbreak.
India's best show at Asian Boxing Championship & more updates | 31.05.2021| The News\#\478 views\#\May 31, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch "The News" to catch on all the latest news updates from India and around the globe.  Top Headlines are: - Many states initiate unlocking process - Ecowas suspends Mali over coup  - Big upset on the first day at the French open  - India's best show at Asian Boxing Championship
Many states initiate unlocking process & more | Breakfast News | 31.05.2021\#\94 views\#\May 31, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live, Many states initiate unlocking process, New cases are lowest, Big upset on the first day, India's best show at Asian Boxing Championship\#\Watch 'Breakfast News' to get the latest updates in and around the world along with the latest happenings from the world of sports, business, web reviews, health tips, and more.  Top Headlines: - New cases are lowest in the last 46 days  - Ecowas suspends Mali over coup  - Big upset on the first day at the French open  - India's best show at Asian Boxing Championship
News Night:BJP govt completes 7 years at the Centre under leadership of PM Modi and other top news\#\565 views\#\May 30, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\News Night:BJP govt completes 7 years at the Centre under leadership of PM Modi and other top news
DoctorsSpeak : Panel of top doctors clarifies your doubts on 'Covid-19 - Prevention and Treatment'\#\98 views\#\May 30, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\#DoctorsSpeak : Panel of top doctors clarifies your doubts on  'Covid-19 - Prevention and Treatment
12 crore COVID-19 vaccine doses for the month of June & more updates | 30.05.2021| The News\#\223 views\#\May 30, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch "The News" to catch on all the latest news updates from India and around the globe.  Top Headlines are: - Declining trend of COVID-19 cases  - Chelsea: The champions of Europe
Discussion on COVID-19 vaccinations and myths & more updates | Doctors Speak | 30.05.2021\#\71 views\#\May 30, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live, COVID-19, vaccinations and myths, Doctors Speak, panel of doctors\#\Special Broadcast | Doctors Speak - where we bring to you a panel of doctors who answers your queries and bust all the myths and doubts on the COVID19 outbreak.
PM Narendra Modi's 'Mann Ki Baat' with the Nation | May 2021 Edition\#\13,139 views\#\May 30, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Prime Minister Narendra Modi addresses the nation through his Radio Address, Mann Ki Baat. This month's episode sees citizens from various corners of the nation addressing their questions and suggestions to PM Modi.
COVID-19 vaccination exceeds 21 crore mark in the country & more updates | 30.05.2021| The News\#\1,951 views\#\May 30, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch "The News" to catch on all the latest news updates from India and around the globe.  Top Headlines are: - PM-Cares for children scheme announced - Delhi extends lockdown restrictions by a week - 77th Mann Ki Baat today
News Night: PM Modi launches ‘PM-Cares for Children’ Scheme & other top news\#\762 views\#\May 30, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\News Night: PM Modi launches ‘PM-Cares for Children’ Scheme & other top news
Sports 360°:Liverpool & Chelsea clinch last two Champions League spots and other major sports news\#\580 views\#\May 29, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Sports 360°:Liverpool & Chelsea clinch last two Champions League spots and other major sports news
#DoctorsSpeak|| Discussion on 'COVID-19: Prevention and Management' by a panel of top doctors\#\55 views\#\May 29, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\#DoctorsSpeak||  Discussion on 'COVID-19: Prevention and Management' by a panel of top doctors
198 short service commission officers pass out from OTA Chennai & more | 29.05.2021| The News\#\239 views\#\May 29, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch "The News" to catch on all the latest news updates from India and around the globe.  Top Headlines are: -  COVID-19: Declining Trend -  Indian boxers shine at ASBC -  Pune: 140th NDA passing out parade - OTA Chennai passing out parade held today
EAM Dr. S. Jaishankar, Anthony Blinken hold bilateral talks & more | 29.05.2021| The News\#\170 views\#\May 29, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch "The News" to catch on all the latest news updates from India and around the globe.  Top Headlines are: -  43rd GST council meeting -  India opposes UNGA president's remarks -  Railways continues to deliver LMO - Vaccine coverage exceeds 20.89 crore
Doctors Speak: Post COVID Care | 29.05.2021\#\72 views\#\May 29, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Special Broadcast | Doctors Speak - where we bring to you a panel of doctors who answers your queries and bust all the myths and doubts on the COVID19 outbreak.
140th Passing Out Parade of National Defence Academy | 29.05.2021\#\2,687 views\#\May 29, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\140th Passing Out Parade of National Defence Academy | 29.05.2021
NEWS NIGHT | PM Modi undertakes aerial survey of Cyclone Yaas affected states & other top news\#\214 views\#\May 28, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch our daily prime time broadcast on the happenings of the day.
Press briefing by Finance Minister Nirmal Sitharaman on the outcomes of 43rd GST Council meeting\#\1,194 views\#\May 28, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Had a detailed engaging meeting today; we were due to meet in early Feb, but due to Union #Budget, Parliament Session, subsequent state elections, we could not meet earlier. Several decisions were taken at 43rd GST Council meeting today.: FM Finance Minister Nirmal Sitharaman
THE NEWS | India welcomes WHO study on COVID origin & other news and updates | 28.05.2021\#\113 views\#\May 28, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Catch the Top News stories of the day in our special bulletin ' THE NEWS'.
DOCTORS SPEAK | Panel of top doctors clarify your COVID-19 doubts | 28.05.2021\#\101 views\#\May 28, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Special Broadcast | Doctors Speak - where we bring to you a panel of doctors who answers your queries and bust all the myths and doubts on the COVID19 outbreak.
India welcome WHO study on COVID origin & more updates | 28.05.2021\#\86 views\#\May 28, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live, India welcome WHO, PM Modi visits cyclone-affected Odisha, S Jaishankar meets Jake Sullivan, Assad wins 4th term as President\#\Catch your daily dose of the latest news on 'Mid Day Prime' where we bring news from India and around the world.  Top headlines are: - PM Modi visits cyclone-affected Odisha and West Bengal  - S Jaishankar meets Jake Sullivan - Syria: Assad wins 4th term as President
Discussion on COVID-19 cases and treatments at home| Doctors Speak | 28.05.2021\#\87 views\#\May 28, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Special Broadcast | Doctors Speak - where we bring to you a panel of doctors who answers your queries and bust all the myths and doubts on the COVID19 outbreak.
COVID-19 vaccination exceeds the 20.57 crore mark in the country & more | 27.05.2021| The News\#\42 views\#\May 28, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live, COVID-19 vaccination, Financial assistance to journalists, S Jaishankar meets Jake Sullivan, Assad wins 4th term as President, PM Modi visits cyclone-affected Odisha\#\Watch "The News" to catch on all the latest news updates from India and around the globe.  Top Headlines are: - PM Modi visits cyclone-affected Odisha and West Bengal  - Financial assistance to journalists' families  - S Jaishankar meets Jake Sullivan - Syria: Assad wins 4th term as President
PM Modi to visit cyclone-affected Odisha and West Bengal & more | Breakfast News | 28.05.2021\#\216 views\#\May 28, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live, PM Modi to visit cyclone-affected, COVID-19 vaccination, S Jaishankar meets Jake Sullivan\#\Watch 'Breakfast News' to get the latest updates in and around the world along with the latest happenings from the world of sports, business, web reviews, health tips, and more.  Top Headlines: - Financial assistance to journalists' families  - COVID-19 vaccination exceeds the 20.54 crore mark  - S Jaishankar meets Jake Sullivan
NEWS NIGHT | India 2nd to achieve 20 crore vaccination landmark & other news and updates\#\159 views\#\May 27, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch our daily prime time broadcast on the happenings of the day.
IN FOCUS | COVID-19: Recovery & Road Ahead | Dr. V.K. Paul, Member Health, NITI Aayog\#\121 views\#\May 27, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\IN FOCUS | COVID-19: Recovery & Road Ahead | Dr. V.K. Paul, Member Health, NITI Aayog
THE NEWS | India's fight against COVID-19 continues & other news and updates | 27.05.2021\#\96 views\#\May 27, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Catch the Top News stories of the day in our special bulletin ' THE NEWS'.
Media briefing by Health Ministry on current COVID-19 situation in the country | 27.05.2021\#\92 views\#\May 27, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Media briefing by Health Ministry on current COVID-19 situation in the country | 27.05.2021
DOCTORS SPEAK | Medical experts discuss issues related to COVID-19 | 27.05.2021\#\61 views\#\May 27, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\DOCTORS  SPEAK | Medical experts discuss issues related to COVID-19  | 27.05.2021
ZYDUS seeks DCGI approval for clinical trials & more updates | 25.05.2021\#\87 views\#\May 27, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Catch your daily dose of the latest news on 'Mid Day Prime' where we bring news from India and around the world.  Top headlines are: - Nearly 20.27 crore COVID-19 vaccines administered in the country - Investigating origin of COVID-19 - Political crisis in Mali deepens - Syria holds elections; opposition boycotts
Discussion on treatment of COVID-19 in home isolation | Doctors Speak | 27.05.2021\#\82 views\#\May 27, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live, COVID-19 in home isolation, COVID19 outbreak\#\Special Broadcast | Doctors Speak - where we bring to you a panel of doctors who answers your queries and bust all the myths and doubts on the COVID19 outbreak.
Nearly 20.27 crore COVID-19 vaccines administered in the country & more | 27.05.2021| The News\#\302 views\#\May 27, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live, PM Modi- Emmanuel Macron telephonic conversation, Investigating origin of COVID-19, Political crisis in Mali\#\Watch "The News" to catch on all the latest news updates from India and around the globe.  Top Headlines are: - PM Modi- Emmanuel Macron telephonic conversation  - Investigating origin of COVID-19 - Political crisis in Mali deepens - Syria holds elections; opposition boycotts
Cyclone 'YAAS' weakens into deep depression & more updates | Breakfast News | 27.05.2021\#\146 views\#\May 27, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live, Cyclone 'YAAS, PM Modi- Emmanuel Macron, 20.26 crore vaccinated, Political crisis in Mali\#\Watch 'Breakfast News' to get the latest updates in and around the world along with the latest happenings from the world of sports, business, web reviews, health tips, and more.  Top Headlines: - PM Modi- Emmanuel Macron telephonic conversation  - 20.26 crore vaccinated in the country  - Political crisis in Mali deepens
News Night:Cyclone Yaas crosses Odisha & other top news\#\618 views\#\May 27, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\News Night:Cyclone Yaas crosses Odisha & other top news
#DoctorsSpeak: Discussion on Post COVID Care by a panel of top doctors.\#\75 views\#\May 26, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\#DoctorsSpeak: Discussion on Post COVID Care by a panel of top doctors.
The News:Yaas weakens into severe cyclonic storm & other top news\#\132 views\#\May 26, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\The News:Yaas weakens into severe cyclonic storm & other top news
#DoctorsSpeak: Discussion on 'Pyschological issues and COVID-19' by a panel of top doctors\#\56 views\#\May 26, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\#DoctorsSpeak: Discussion on 'Pyschological issues and COVID-19' by a panel of top doctors
Cyclone Yaas weakens into severe cyclonic storm & more | Mid Day Prime | 26.05.2021\#\138 views\#\May 26, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Top Headlines:  -Yaas weakens into a severe cyclonic storm  -PM Narendra Modi's keynote address on #VesakDay  -India crosses 20 Crore Cumulative COVID-19 Vaccination Coverage  -Assam extends curfew in urban areas till June 5
Doctors Speak: COVID-19 and Treatment Guidelines | 26.05.2021\#\117 views\#\May 26, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch our special broadcast 'Doctors Speak' where we bring to you a panel of doctors who answers your queries on the #COVID19 outbreak
Cyclone Yaas: Landfall Process Begins | Breakfast News | 26.05.2021\#\127 views\#\May 26, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Top Headlines:  -Cyclone Yaas: Landfall Process Begins; evacuation in full swing from low lying areas  -PM Narendra Modi virtually delivers the keynote address on #Vesak Global Celebrations   -EAM  Dr. S Jaishankar meets UN Secretary-General Antonio Guterres  -Assam extends curfew in urban areas till June 5
PM Modi delivers keynote address on the occasion of Vesak Global Celebrations on Buddha Purnima\#\646 views\#\May 26, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Prime Minister Narendra Modi delivered the keynote address on the occasion of Vesak Global Celebrations on Buddha Purnima.
NEWS NIGHT | Severe Cyclonic storm Yaas to hit West Bengal, Odisha & other news and updates\#\9,736 views\#\May 25, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch our daily prime time broadcast on the happenings of the day.
Doctors Speak: Panel of top doctors answer your questions on COVID-19 | 25.05.2021\#\46 views\#\May 25, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch our special broadcast 'Doctors Speak' where we bring to you a panel of doctors who answer your queries on the #COVID19 outbreak
THE NEWS | Cyclone Yaas to intensify into very severe storm & other news and updates | 25.05.2021\#\196 views\#\May 25, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\THE NEWS | Cyclone Yaas to intensify into very severe storm & other news and updates | 25.05.2021
Panel of top doctors clarify your doubts on COVID-19 | Doctors Speak | 25.05.2021\#\60 views\#\May 25, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Panel of top doctors clarify your doubts on COVID-19 | Doctors Speak | 25.05.2021
COVID-19 recovery rate reaches 89.26 percentage in India & more updates | 25.05.2021\#\158 views\#\May 25, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Catch your daily dose of the latest news on 'Mid Day Prime' where we bring news from India and around the world.  Top headlines are: - Less than 2 lakh cases in 41 days  - External Affairs Minister on U.S. visit  - Political chaos deepens in Mali  - India at Asian Boxing Championship
Discussion on treatment protocol for COVID-19 severe cases | Doctors Speak | 25.05.2021\#\80 views\#\May 25, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live, COVID-19 severe cases\#\Special Broadcast | Doctors Speak - where we bring to you a panel of doctors who answers your queries and bust all the myths and doubts on the COVID19 outbreak.
Severe cyclone storm 'YAAS' likely to make landfall tomorrow & more updates | 25.05.2021| The News\#\482 views\#\May 25, 2021\#\dd india doordarshan live dd india live tv dd india online stream, watch dd india live\#\Watch "The News" to catch on all the latest news updates from India and around the globe.  Top Headlines are: - Less than 2 lakh cases in 41 days  - External Affairs Minister on U.S. visit  - Political chaos deepens in Mali  - India at Asian Boxing Championship
